bill_id,title,description
1846182,Equity: socially disadvantaged groups and organizations: nonprofit organizations: grants.,"An act to add and repeal Section 1350.5 of the Fish and Game Code, to amend Section 512 of the Food and Agricultural Code, to amend Section 12802.10 of the Government Code, to amend Sections 4799.05, 4799.12, 5072.8, and 71116 of, and to add and repeal Sections 614.5, 31121, 32379, and 33343.5 of, the Public Resources Code, and to amend Sections 6700 and 7049 of the Water Code, relating to equity."
1846184,Health care coverage for menopause.,"An act to add Section 1367.252 to the Health and Safety Code, and to add Section 10123.1962 to the Insurance Code, relating to health care coverage."
1846186,Emergency Management Assistance Compact: California Wildfire Mitigation Financial Assistance Program.,"An act to amend Sections 179.9 and 8654.10 of the Government Code, relating to emergency services."
1846188,Professions and vocations: public health nurses.,"An act to amend Section 2816 of the Business and Professions Code, relating to professions and vocations."
1846190,English Language Learner Acquisition and Development Pilot Program repeal: teacher credentialing authorizations: high school coursework and graduation requirements for pupils participating in a newcomer program.,"An act to amend Sections 44256 and 44274.2 of, to add Section 51225.25 to, and to repeal Chapter 5 (commencing with Section 420) of Part 1 of Division 1 of Title 1 of, the Education Code, and to repeal Section 143 of Chapter 44 of the Statutes of 2021, relating to pupil instruction, and declaring the urgency thereof, to take effect immediately."
1846192,Parole.,"An act to amend Section 2966 of the Penal Code, relating to parole."
1846193,Childcare services: alternative payment programs.,"An act to amend Section 10227.5 of, and to add Sections 10227.7 and 10277.6 to, the Welfare and Institutions Code, relating to childcare."
1846194,Foster care: independent living.,"An act to amend Section 11155.5 of the Welfare and Institutions Code, relating to foster care."
1846196,Housing First: core components.,"An act to amend Section 8255 of the Welfare and Institutions Code, relating to housing."
1846198,Social media-related threats: reporting.,"An act to add Chapter 22.2.8 (commencing with Section 22588.2) to Division 8 of the Business and Professions Code, relating to social media platforms."
1846199,County treasurer: settlement of accounts.,"An act to amend Section 27061 of the Government Code, relating to local government finance."
1846200,Postconviction proceedings.,"An act to amend Section 1213 of, and to add Section 1171 to, the Penal Code, relating to postconviction proceedings."
1846201,Courts: juveniles: remote proceedings.,"An act to amend Section 367.75 of the Code of Civil Procedure, relating to courts."
1846202,Regional housing need: determination.,"An act to amend Sections 65584 and 65584.01 of the Government Code, relating to housing."
1846205,Downtown revitalization and economic recovery financing districts: City and County of San Francisco.,"An act to add Division 8 (commencing with Section 62450) to Title 6 of the Government Code, relating to local government."
1846207,Reproductive Health Emergency Preparedness Program.,"An act to add and repeal Chapter 6.5 (commencing with Section 127650) of Part 2 of Division 107 of the Health and Safety Code, relating to health care."
1846209,Public postsecondary education: sex discrimination complaints: advocates and coordinators.,"An act to add Section 66281.10 to the Education Code, relating to public postsecondary education."
1846210,Tenancy: application screening fee.,"An act to amend Section 1950.6 of the Civil Code, relating to tenancy."
1846211,Employer notification: continuation coverage.,"An act to add Section 2808.05 to the Labor Code, relating to employers."
1846213,Liability claims: foster family agencies and noncustodial adoption agencies.,"An act to add Chapter 11 (commencing with Section 1062.30) to Title 14 of Part 2 of the Code of Civil Procedure, relating to civil claims."
1846215,Housing: the California Housing Security Act.,"An act to amend Section 50408 of, and to add Chapter 2.7 (commencing with Section 50489) to Part 2 of Division 31 of, the Health and Safety Code, relating to housing."
1846216,Employment: unlawful discrimination and paid sick days: victims of violence.,"An act to amend Section 214 of the Code of Civil Procedure, to amend Section 48205 of the Education Code, to add Section 12945.8 to the Government Code, to amend Section 246.5 of, and to repeal Sections 230 and 230.1 of, the Labor Code, to amend Section 679.027 of the Penal Code, and to amend Section 11320.31 of the Welfare and Institutions Code, relating to employment."
1846217,Student financial aid: application deadlines: postponement.,"An act to amend Section 69513.2 of the Education Code, relating to student financial aid."
1846218,Water quality control plans: donations and grants.,"An act to amend Section 13249 of the Water Code, relating to water quality, and making an appropriation therefor."
1846220,California Environmental Quality Act: exemption: passenger rail projects.,"An act to amend Section 21080.25 of the Public Resources Code, relating to environmental quality."
1846221,State seashell.,"An act to add Section 425.14 to the Government Code, relating to state government."
1846222,Attorneys: pro bono legal services.,"An act to add Sections 6073.1 and 6073.2 to the Business and Professions Code, relating to attorneys."
1846224,Student financial aid: Students at Risk of Homelessness Emergency Pilot Program.,"An act to add and repeal Article 17 (commencing with Section 69850) of Chapter 2 of Part 42 of Division 5 of Title 3 of the Education Code, relating to student financial aid."
1846225,Student financial aid: California Kids Investment and Development Savings (KIDS) Program: foster youth.,"An act to amend Sections 69996.5, 69996.6, and 69996.9 of the Education Code, relating to student financial aid."
1846226,Integrated pest management: invasive species: definitions.,"An act to amend Section 7700 of, and to add Sections 34 and 34.1 to, the Food and Agricultural Code, relating to food and agriculture."
1846228,Beverage container recycling: market development payments.,"An act to amend Section 14549.2 of the Public Resources Code, relating to recycling, and making an appropriation therefor."
1846230,Gas stoves and ranges: warning label.,"An act to add Article 1.2 (commencing with Section 108530) to Chapter 5 of Part 3 of Division 104 of the Health and Safety Code, relating to gas stoves."
1846231,Solid waste: organic waste: diversion: hydrogen: biomethane.,"An act to amend Sections 42652.5 and 42653 of, and to add Section 40178 to, the Public Resources Code, relating to solid waste."
1846232,Menstrual products: perfluoroalkyl and polyfluoroalkyl substances (PFAS).,"An act to add Article 15 (commencing with Section 25258) to Chapter 6.5 of Division 20 of the Health and Safety Code, relating to public health."
1846235,Firearms: prohibited persons.,"An act to amend Section 29820 of the Penal Code, and to amend Section 786 of the Welfare and Institutions Code, relating to firearms."
1846236,Misdemeanor offenses: deferral of sentencing: firearms prohibition.,"An act to amend Section 1001.95 of the Penal Code, relating to criminal sentencing."
1846239,Air districts: governing boards: compensation.,"An act to amend Sections 40100.6, 40154, 40227, 40426, and 40982 of the Health and Safety Code, relating to air districts."
1846242,State highways: property leases.,"An act to amend Section 104.26 of the Streets and Highways Code, relating to state highways."
1846244,Incarceration: pregnant persons.,"An act to amend Sections 3408 and 4023.8 of the Penal Code, relating to incarceration."
1846248,Deaths while in law enforcement custody: reporting.,"An act to amend Section 10008 of the Penal Code, relating to law enforcement."
1846249,Community colleges: registered nursing programs.,"An act to amend Sections 78261.3 and 78261.5 of the Education Code, relating to community colleges."
1846250,Accessory dwelling units: junior accessory dwelling units: unpermitted developments.,"An act to amend Section 66332 of the Government Code, relating to land use."
1846251,Certificated employees: disclosures: egregious misconduct.,"An act to amend Section 44939.5 of the Education Code, relating to school employment."
1846254,Energy: Voluntary Offshore Wind and Coastal Resources Protection Program: community capacity funding activities and grants.,"An act to amend Sections 25992.10, 25992.20, 25992.21, and 25992.22 of the Public Resources Code, relating to offshore wind energy development, and making an appropriation therefor."
